user_id,blanks,comments,language,cloc,avg_memory,wall_clock,system_time,compiler_version,nbr_file_in,compiled,swap_main_memory,avg_RAM,exit_code,nbr_file_out,nbr_page_faults,exe_size,max_RAM,user_time
drakeire,10,4,Python,24,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6500,0.00
dreamplay,24,2,C++,34,0,0.00,0.00,-,0,0,0,0,136,0,0,11280,2312,0.00
dreig,5,0,C++,20,0,0.00,0.00,-,0,0,0,0,0,0,0,9848,2504,0.00
droidkid,6,6,C++,23,0,0.00,0.00,-,0,0,0,0,0,0,0,9992,2616,0.00
druidh,3,4,Python,17,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6592,0.00
dryadh01120,7,2,C++,15,0,0.00,0.00,-,0,0,0,0,0,0,0,7280,2260,0.00
dshabes,3,0,C#,25,0,0.01,0.00,-,0,0,0,0,0,0,0,-,15448,0.01
durnoy,9,0,Python,21,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6840,0.00
dutos,6,1,C++,71,0,0.00,0.00,-,0,1,0,0,127,0,0,-,1380,0.00
duykhanhuet,7,1,C++,30,0,0.00,0.00,-,0,0,0,0,134,0,0,11424,2592,0.00
dwahler,11,2,C++,49,0,0.00,0.00,-,0,0,0,0,0,0,0,17408,2392,0.00
dwoolley3,16,4,Java,92,0,0.04,0.00,-,0,1,0,0,1,64,0,-,21760,0.04
dynamiccoder93,14,0,Java,31,0,0.04,0.00,-,0,0,0,0,0,72,0,-,21544,0.04
dziadek,12,0,C++,49,0,0.00,0.00,-,0,0,0,0,0,0,0,10336,2460,0.00
eagle93,6,0,C++,61,0,0.00,0.00,-,0,0,0,0,134,0,0,11360,2568,0.00
eagletmt,3,0,C++,22,0,0.00,0.00,-,0,0,0,0,0,0,0,10032,2328,0.00
eashaaniitkgp,4,1,C++,39,0,0.00,0.00,-,0,0,0,0,136,0,0,11336,2436,0.00
eax255,0,0,C,18,0,0.00,0.00,-,0,0,0,0,127,0,0,7264,1436,0.00
ebd,6,0,Python,18,0,0.00,0.00,2.7,0,0,0,0,2,0,0,-,6132,0.00
edusoto,3,2,C,43,0,0.00,0.00,-,0,0,0,0,127,0,0,7896,1424,0.00
eeee,1,0,Python,11,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6472,0.00
eemon,1,2,Python,4,0,0.00,0.00,3.5,0,0,0,0,2,0,0,-,7184,0.00
efimikvitaliy,4,0,Java,24,0,0.08,0.01,-,0,0,0,0,0,72,0,-,29836,0.06
eidanch,10,0,Python,20,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6592,0.00
eightnoteight,2,3,Python,5,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6380,0.00
eiv,3,1,Python,11,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6408,0.00
ejaehwang,15,0,C++,24,0,0.00,0.00,-,0,0,0,0,0,0,0,9944,2468,0.00
ekzhang,3,0,C++,23,0,0.00,0.00,-,0,0,0,0,0,0,0,11808,2480,0.00
elazarev,1,2,C++,28,0,0.00,0.00,-,0,0,0,0,0,0,0,10104,2468,0.00
eldering,24,2,C++,91,0,0.00,0.00,-,0,0,0,0,0,0,0,28840,2408,0.00
elfness,0,3,C++,29,0,0.00,0.00,-,0,0,0,0,0,0,0,8832,2440,0.00
eliotball,2,3,Python,15,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6424,0.00
elisabet,12,3,Java,62,0,0.04,0.00,-,0,0,0,0,1,64,0,-,21416,0.04
emfzl,3,0,C,15,0,0.00,0.00,-,0,0,0,0,127,0,0,7064,1416,0.00
eminayar,6,0,C++,23,0,0.00,0.00,-,0,0,0,0,0,0,0,8432,2608,0.00
eminga,3,0,Java,22,0,0.07,0.00,-,0,0,0,0,0,64,0,-,24832,0.07
emmmile,4,1,C++,31,0,0.00,0.00,-,0,0,0,0,134,0,0,10352,2392,0.00
emotionless,30,14,C++,74,0,0.00,0.00,-,0,0,0,0,136,0,0,11400,2452,0.00
emyeskay,25,13,Java,37,0,0.04,0.00,-,0,0,0,0,1,64,0,-,21708,0.04
encoded,4,4,Java,38,0,0.04,0.01,-,0,0,0,0,0,64,0,-,21684,0.03
endrjuskr,2,0,C++,17,0,0.00,0.00,-,0,0,0,0,0,0,0,8176,2696,0.00
enesoncu2,5,0,C++,28,0,0.00,0.00,-,0,0,0,0,0,1328,0,9920,2600,0.00
entri,13,1,C++,75,0,0.00,0.00,-,0,0,0,0,0,0,0,10328,2468,0.00
eomole,6,3,Java,34,-,-,-,-,-,1,-,-,-1,-,-,-,-,-
eporter,5,1,Java,31,0,0.04,0.00,-,0,1,0,0,1,64,0,-,21640,0.04
erickitten,11,1,C++,28,0,0.00,0.00,-,0,0,0,0,0,0,0,9960,2488,0.00
eugenelim,4,0,C++,18,0,0.00,0.00,-,0,0,0,0,0,0,0,9456,2696,0.00
everiq,1,0,C++,17,0,0.00,0.00,-,0,0,0,0,0,0,0,9368,2608,0.00
evima,15,1,C++,59,0,0.00,0.00,-,0,0,0,0,0,0,0,11944,2608,0.00
expl0si0nn,6,0,C++,59,0,0.00,0.00,-,0,0,0,0,0,0,0,9032,2628,0.00
fabrizyo,6,0,Python,8,0,0.00,0.00,3.5,0,0,0,0,2,0,0,-,7264,0.00
fafaFFT,22,5,C++,92,0,0.00,0.00,-,0,0,0,0,0,0,0,54776,2352,0.00
fahimzubayer18,17,7,C++,67,0,0.00,0.00,-,0,0,0,0,0,0,0,16680,2444,0.00
failturtle,7,0,C++,53,0,0.00,0.00,-,0,0,0,0,0,8,0,10088,2620,0.00
fanKarpaty,8,1,Java,28,0,0.07,0.01,-,0,0,0,0,0,72,0,-,25012,0.05
fanpu,2,5,C++,20,0,0.00,0.00,-,0,0,0,0,0,0,0,11856,2544,0.00
fauzdar65,5,1,C++,24,0,0.00,0.00,-,0,0,0,0,0,0,0,9472,2556,0.00
feaisil,10,2,C++,86,-,-,-,-,-,0,-,-,0,-,-,11560,-,-
feresc,3,1,Python,11,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6556,0.00
fightermalik,14,1,Java,52,0,0.04,0.00,-,0,0,0,0,0,64,0,-,21616,0.04
fijk,1,2,C++,23,0,0.00,0.00,-,0,0,0,0,0,0,0,8176,2696,0.00
fikr,6,3,Java,34,0,0.04,0.00,-,0,0,0,0,0,64,0,-,21692,0.04
findneel,13,0,C++,30,0,0.00,0.00,-,0,0,0,0,0,0,0,10080,2708,0.00
firemansam,0,6,C++,21,0,0.00,0.00,-,0,0,0,0,0,0,0,10984,2748,0.00
firmsnail,0,0,C++,38,0,0.00,0.00,-,0,0,0,0,0,0,0,8976,2564,0.00
fishtoby,0,0,C++,34,-,-,-,-,-,0,-,-,-15,-,-,10104,-,-
fjardon,2,28,C++,0,-,-,-,-,-,1,-,-,-1,-,-,-,-,-
fkrglngl,5,4,Java,25,0,0.04,0.00,-,0,0,0,0,1,64,0,-,21760,0.04
flamme,3,0,C++,27,0,0.00,0.00,-,0,0,0,0,0,0,0,10000,2480,0.00
flanaras,23,10,Java,40,0,0.04,0.00,-,0,0,0,0,1,64,0,-,21408,0.04
flare,0,1,Python,13,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6560,0.00
fleimgruber,7,0,C++,32,0,0.00,0.00,-,0,0,0,0,0,0,0,7408,2368,0.00
flexwang,2,0,C++,24,0,0.00,0.00,-,0,0,0,0,0,0,0,11048,2752,0.00
floreina,2,0,C++,20,0,0.03,0.02,-,0,0,0,0,0,1328,0,10328,2488,0.01
floriangagnadre,7,5,Python,37,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6568,0.00
fluffs,14,11,Python,36,0,0.00,0.00,2.7,0,0,0,0,2,0,0,-,6132,0.00
fondflyer,5,0,C++,23,0,0.00,0.00,-,0,0,0,0,0,0,0,10960,2576,0.00
fong,4,0,Java,23,0,0.07,0.00,-,0,0,0,0,0,64,0,-,24804,0.06
foobarbaz1,11,0,Python,32,0,0.01,0.00,2.7,0,0,0,0,0,0,0,-,7604,0.01
foolifish07,5,0,C++,15,0,0.00,0.00,-,0,0,0,0,0,0,0,8192,2744,0.00
fqbright,19,7,C++,38,0,0.00,0.00,-,0,0,0,0,0,0,0,13136,2552,0.00
fra,16,17,Python,62,0,0.03,0.00,2.7,0,0,0,0,0,0,0,-,20164,0.03
fralama,2,27,Java,1,-,-,-,-,-,0,-,-,-1,-,-,-,-,-
franekbbb,1,0,C++,13,0,0.00,0.00,-,0,0,0,0,0,0,0,9352,2716,0.00
franio,17,0,Java,37,0,0.04,0.00,-,0,0,0,0,1,64,0,-,21628,0.04
freevoid,4,0,Python,11,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6428,0.00
frp,5,9,C++,17,0,0.00,0.00,-,0,0,0,0,0,0,0,9952,2568,0.00
fsh0524,0,5,C++,13,0,0.00,0.00,-,0,0,0,0,0,0,0,7208,2316,0.00
ftfish,10,3,C++,52,0,0.00,0.00,-,0,0,0,0,0,0,0,9984,2520,0.00
fudq,5,9,C++,75,0,0.00,0.00,-,0,0,0,0,0,0,0,9144,2536,0.00
fugusuki,2,0,C#,16,0,0.01,0.00,-,0,0,0,0,0,0,0,-,15808,0.01
fuhuoyeyou,12,9,C++,31,0,0.00,0.00,-,0,0,0,0,136,0,0,8912,2320,0.00
fujiaozhu,2,0,C++,23,0,0.03,0.02,-,0,0,0,0,0,1328,0,11240,2384,0.00
fullofwater,9,0,C++,47,0,0.00,0.00,-,0,0,0,0,0,0,0,8240,2620,0.00
fushar,11,0,C++,34,0,0.97,0.00,-,0,0,0,0,0,0,0,9928,2576,0.97
gaarahassan,4,0,C++,24,0,0.00,0.00,-,0,0,0,0,136,0,0,11208,2268,0.00
gahou,6,0,Java,29,0,0.06,0.01,-,0,0,0,0,0,64,0,-,23908,0.04
gaooosss,13,2,C,28,0,0.00,0.00,-,0,0,0,0,127,0,0,7528,1348,0.00
gaoxiang36999,0,0,C++,28,0,0.00,0.00,-,0,0,0,0,0,0,0,8728,2644,0.00
gaoyb7,0,0,C++,16,0,0.00,0.00,-,0,0,0,0,0,0,0,9336,2580,0.00
gaurav708,8,0,C++,28,0,0.00,0.00,-,0,0,0,0,0,0,0,9584,2632,0.00
gauravanand25,0,0,C++,18,0,0.03,0.02,-,0,0,0,0,0,1456,0,11208,2612,0.00
gauravdewan007,1,0,C++,16,0,0.00,0.00,-,0,0,0,0,0,0,0,9912,2588,0.00
gavinksong,7,0,Java,25,0,0.04,0.01,-,0,0,0,0,1,64,0,-,21528,0.03
gbleaney,13,1,C#,43,-,-,-,-,-,1,-,-,-1,-,-,-,-,-
gbuenoandrade,6,0,C++,32,0,0.00,0.00,-,0,0,0,0,0,0,0,11064,2496,0.00
geass,6,6,C++,21,0,0.00,0.00,-,0,0,0,0,0,0,0,8216,2516,0.00
genkai,12,2,C++,62,0,0.00,0.00,-,0,0,0,0,0,0,0,10448,2320,0.00
gepard211,6,2,C++,50,0,0.00,0.00,-,0,0,0,0,0,0,0,10048,2624,0.00
gest,39,7,Java,138,0,0.04,0.00,-,0,0,0,0,1,64,0,-,21644,0.04
gg1994,4,1,C++,35,0,0.00,0.00,-,0,0,0,0,0,0,0,11024,2632,0.00
ghazouani,3,0,C++,20,0,0.00,0.00,-,0,0,0,0,0,0,0,11208,2544,0.00
ghotion,3,0,Java,20,0,0.07,0.01,-,0,0,0,0,0,72,0,-,24924,0.06
gingva,12,2,Python,28,0,0.00,0.00,2.7,0,0,0,0,2,0,0,-,6136,0.00
giorgio,2,0,C++,26,0,0.00,0.00,-,0,0,0,0,0,0,0,9952,2612,0.00
gky,3,0,C++,17,0,0.00,0.00,-,0,0,0,0,0,0,0,7352,2352,0.00
glapul,4,0,C++,24,0,0.00,0.00,-,0,0,0,0,0,0,0,9600,2576,0.00
gleiz,7,0,C++,37,0,0.00,0.00,-,0,0,0,0,0,0,0,10088,2504,0.00
globalpointer,2,0,C++,12,0,0.00,0.00,-,0,0,0,0,0,0,0,9336,2588,0.00
gmdsam,1,0,C++,29,0,0.00,0.00,-,0,0,0,0,136,0,0,11240,2264,0.00
gnam,14,0,Python,16,0,0.00,0.00,2.7,0,0,0,0,2,0,0,-,6176,0.00
gnaw,4,0,C++,24,0,0.00,0.00,-,0,0,0,0,136,0,0,7960,2072,0.00
godeffroy,5,1,Python,9,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6576,0.00
godspeed990,6,4,Java,24,0,0.06,0.00,-,0,0,0,0,0,64,0,-,24452,0.06
gogakujin,6,1,Python,17,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,8764,0.00
goldfinch,2,18,C#,0,0,0.00,0.00,-,0,0,0,0,2,0,0,-,12064,0.00
gongy,2,5,C++,16,0,0.00,0.00,-,0,0,0,0,0,0,0,9904,2528,0.00
gotoloop,2,0,C++,15,0,0.00,0.00,-,0,0,0,0,0,0,0,9912,2476,0.00
gra3,1,0,C++,23,0,4.25,3.03,-,0,0,0,0,0,186384,0,11232,2476,1.22
grafdan,4,1,C++,35,0,0.00,0.00,-,0,0,0,0,0,0,0,10256,2608,0.00
grandvic,5,1,C++,30,0,0.00,0.00,-,0,0,0,0,0,0,0,10032,2560,0.00
graszka22,7,0,C++,94,0,0.00,0.00,-,0,0,0,0,0,0,0,11072,2744,0.00
graygrass,5,1,Python,62,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6496,0.00
grayhathacker,5,4,C++,28,0,0.00,0.00,-,0,0,0,0,136,0,0,11264,2296,0.00
gregorinio,2,0,C++,61,0,0.00,0.00,-,0,0,0,0,0,0,0,9944,2492,0.00
grikukan,0,0,C++,42,0,0.00,0.00,-,0,0,0,0,136,0,0,10128,2236,0.00
grokbrokkoli,1,0,C++,17,0,0.00,0.00,-,0,0,0,0,0,0,0,9912,2468,0.00
grzywacz,5,1,Python,21,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6396,0.00
guliashvili,43,41,C++,101,-,-,-,-,-,0,-,-,-15,-,-,41384,-,-
gultai4ukr,2,0,C++,30,0,0.00,0.00,-,0,0,0,0,0,0,0,11024,2484,0.00
gustokashin,1,0,Python,10,0,0.00,0.00,3.5,0,1,0,0,2,0,0,-,7168,0.00
gvaibhav21,1,0,C++,47,0,0.00,0.00,-,0,-15,0,0,0,1328,0,8768,2604,0.00
gyahun,6,0,Python,18,0,0.00,0.00,2.7,0,0,0,0,2,0,0,-,6176,0.00
gym,4,0,C++,29,0,0.00,0.00,-,0,0,0,0,0,0,0,10096,2624,0.00
h00diny,5,0,C++,14,0,0.00,0.00,-,0,0,0,0,0,0,0,11080,2612,0.00
hadrori,21,17,C++,142,0,0.00,0.00,-,0,0,0,0,0,0,0,17688,2532,0.00
haku,8,2,C++,52,0,0.00,0.00,-,0,0,0,0,0,0,0,10000,2608,0.00
hammerhead,3,0,C++,18,0,0.00,0.00,-,0,0,0,0,0,0,0,9912,2624,0.00
hanhan0912,7,2,C++,46,0,0.00,0.00,-,0,0,0,0,0,0,0,13864,2760,0.00
haolexiao,0,0,C++,19,0,0.00,0.00,-,0,0,0,0,0,0,0,10640,2484,0.00
haonanzju,4,0,C++,30,0,0.56,0.05,-,0,0,0,0,0,137184,0,10752,2552,0.50
haowu,1,0,Python,12,0,0.00,0.00,2.7,0,0,0,0,2,0,0,-,6104,0.00
harbinger,10,3,C++,52,0,0.00,0.00,-,0,0,0,0,0,0,0,11240,2636,0.00
harshil7924,1,0,C++,38,0,0.00,0.00,-,0,0,0,0,0,1328,0,11040,2504,0.00
hasib,41,11,C++,99,0,0.00,0.00,-,0,0,0,0,0,0,0,9672,2696,0.00
hassan88,1,0,Java,20,0,0.04,0.00,-,0,0,0,0,1,64,0,-,21440,0.04
hatae,1,0,C++,20,0,0.00,0.00,-,0,0,0,0,0,0,0,7224,2316,0.00
haxxpop,1,0,C++,15,0,0.00,0.00,-,0,0,0,0,0,0,0,7232,2452,0.00
hayassy,2,1,C++,20,0,0.00,0.00,-,0,0,0,0,0,0,0,9984,2612,0.00
hayborl,12,0,C++,36,0,0.00,0.00,-,0,0,0,0,136,0,0,10104,2392,0.00
hdarjus,2,1,C#,33,-,-,-,-,-,0,-,-,1,-,-,-,-,-
healther,13,5,Python,38,-,-,-,2.7,-,0,-,-,1,-,-,-,-,-
heidaertu,14,7,C++,22,0,0.00,0.00,-,0,0,0,0,136,0,0,10128,2372,0.00
helena,2,0,Python,7,0,0.00,0.00,3.5,0,0,0,0,2,0,0,-,7224,0.00
henko,12,1,C++,63,0,0.00,0.00,-,0,0,0,0,0,1328,0,10176,2604,0.00
hereicomewf,21,3,C++,77,-,-,-,-,-,1,-,-,-1,-,-,-,-,-
hero777,8,1,C++,37,0,0.00,0.00,-,0,0,0,0,136,0,0,11144,2400,0.00
heyihong,2,0,C++,15,0,0.00,0.00,-,0,0,0,0,0,0,0,8352,2672,0.00
hhhhhhhhhhhhhhhhhhhhhh,3,3,C++,67,0,0.00,0.00,-,0,0,0,0,0,0,0,9944,2676,0.00
hicdj,21,1,Java,51,0,0.04,0.00,-,0,0,0,0,0,64,0,-,21492,0.03
hikaru,4,0,C++,24,0,0.00,0.00,-,0,0,0,0,0,0,0,9912,2616,0.00
himalayancoder,4,1,C++,27,0,0.00,0.00,-,0,0,0,0,0,1328,0,9792,2696,0.00
himanshujaju,9,0,C++,43,0,0.00,0.00,-,0,0,0,0,0,0,0,12168,2496,0.00
hjmkt,14,0,C++,43,0,0.00,0.00,-,0,0,0,0,0,0,0,11760,2484,0.00
hjx1212,1,0,C++,13,0,0.00,0.00,-,0,0,0,0,0,0,0,9720,2524,0.00
hmichael,2,0,C++,22,0,0.00,0.00,-,0,0,0,0,0,0,0,10024,2488,0.00
homelesser,3,0,C++,25,0,0.00,0.00,-,0,0,0,0,0,0,0,8800,2608,0.00
homuler,3,0,C++,23,0,0.00,0.00,-,0,0,0,0,0,0,0,9960,2464,0.00
honeybadger,28,10,Python,52,0,0.00,0.00,2.7,0,0,0,0,2,0,0,-,6200,0.00
hongjun7,0,0,C++,11,0,0.00,0.00,-,0,0,0,0,0,0,0,7672,2116,0.00
hongxin,5,1,C++,44,0,0.03,0.02,-,0,0,0,0,0,1328,0,10104,2620,0.00
hooman,3,3,C++,35,0,0.00,0.00,-,0,-15,0,0,127,0,0,-,1428,0.00
hotpepsi,5,2,C++,38,0,0.00,0.00,-,0,0,0,0,0,0,0,11616,2460,0.00
houxiang,13,0,C++,43,-,-,-,-,-,1,-,-,-1,-,-,-,-,-
howard41436,0,0,C++,19,0,0.00,0.00,-,0,0,0,0,136,0,0,10128,2316,0.00
hpp3,7,1,C++,50,0,0.00,0.00,-,0,0,0,0,0,0,0,10168,2584,0.00
hrishikesh123,1,2,C,55,-,-,-,-,-,1,-,-,-1,-,-,-,-,-
hsinfu,3,0,C++,20,0,0.00,0.00,-,0,0,0,0,0,0,0,9992,2388,0.00
hta,0,0,C++,69,-,-,-,-,-,0,-,-,-15,-,-,9888,-,-
huangxi,15,1,C++,61,0,0.00,0.00,-,0,0,0,0,134,0,0,11960,2696,0.00
huicpc9999,0,0,C++,22,0,0.00,0.00,-,0,0,0,0,0,0,0,8704,2384,0.00
hujiafeng,6,0,C++,26,0,0.00,0.00,-,0,0,0,0,0,1328,0,8552,2696,0.00
hukuhukuwarai,8,13,C++,46,0,0.00,0.00,-,0,0,0,0,0,0,0,8232,2744,0.00
huzy90,4,0,C++,18,0,0.00,0.00,-,0,0,0,0,0,0,0,7208,2452,0.00
hz2003,5,1,Java,43,0,0.04,0.00,-,0,0,0,0,1,64,0,-,21356,0.04
iMysak,15,1,Java,44,0,0.04,0.00,-,0,0,0,0,0,72,0,-,21676,0.04
iSuneast,18,3,Java,63,0,0.04,0.00,-,0,0,0,0,1,64,0,-,21436,0.04
ia0,2,0,C,18,-,-,-,-,-,1,-,-,-1,-,-,-,-,-
iakudryashov,16,0,C++,87,0,0.00,0.00,-,0,0,0,0,0,0,0,12048,2544,0.00
iancu,12,3,C#,34,0,0.01,0.00,-,0,0,0,0,0,8,0,-,15540,0.01
ianopolous,4,2,Java,29,-,-,-,-,-,1,-,-,-1,-,-,-,-,-
ibra,58,1,C++,359,0,0.00,0.00,-,0,0,0,0,0,0,0,9104,2692,0.00
icc,2,1,Python,8,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6736,0.00
icecode,2,0,C++,18,0,0.00,0.00,-,0,0,0,0,0,0,0,8232,2520,0.00
ideale,13,4,Java,19,0,0.04,0.00,-,0,0,0,0,1,64,0,-,21404,0.04
ifhuang,11,0,Java,67,0,0.04,0.00,-,0,0,0,0,1,64,0,-,21496,0.03
ifuding,6,46,C++,39,0,0.00,0.00,-,0,0,0,0,0,0,0,10296,2596,0.00
ikicha,8,0,Java,83,-,-,-,-,-,1,-,-,-1,-,-,-,-,-
ilenok,7,0,Python,19,0,0.00,0.00,2.7,0,0,0,0,2,0,0,-,6100,0.00
ilovekonoka,5,0,C++,30,0,0.00,0.00,-,0,0,0,0,0,0,0,11152,2464,0.00
ilyasToumlilt,20,6,C,60,0,0.00,0.00,-,0,0,0,0,127,0,0,8480,1372,0.00
int13h,52,5,Java,50,0,0.04,0.00,-,0,0,0,0,0,64,0,-,21944,0.04
inuhir0shi,4,1,C++,40,0,0.00,0.00,-,0,0,0,0,0,0,0,11616,2472,0.00
ipoqi,20,2,Java,62,0,0.04,0.00,-,0,0,0,0,1,64,0,-,21256,0.03
iriszero,8,2,C++,18,0,0.00,0.00,-,0,0,0,0,0,0,0,7312,2416,0.00
ironzeb,5,2,Python,10,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6664,0.00
isea,11,6,C++,36,0,0.00,0.00,-,0,0,0,0,0,8,0,10944,2740,0.00
ishan14050,2,1,C,17,0,0.00,0.00,-,0,0,0,0,127,0,0,7080,1436,0.00
ishwar,12,3,Java,59,0,0.04,0.01,-,0,0,0,0,1,64,0,-,21420,0.02
ivannkf,1,0,C++,17,0,0.00,0.00,-,0,0,0,0,0,0,0,9960,2492,0.00
iwi,68,6,C++,187,0,0.00,0.00,-,0,0,0,0,0,0,0,14184,2548,0.00
izubr,2,0,Python,16,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6552,0.00
jDomantas,7,0,C#,34,0,0.00,0.00,-,0,0,0,0,2,0,0,-,12052,0.00
jLang,20,0,Java,62,0,0.05,0.00,-,0,1,0,0,1,64,0,-,21876,0.04
jacnarj1,3,2,Java,46,0,0.07,0.01,-,0,0,0,0,0,72,0,-,29904,0.06
jaedong,1,0,C++,21,0,0.00,0.00,-,0,0,0,0,0,0,0,8184,2696,0.00
jainsuyogj,1,18,C++,40,0,4.30,3.10,-,0,0,0,0,0,202784,0,10120,2500,1.19
jakab922,18,11,Python,13,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6484,0.00
jakobjjk,7,0,C#,93,0,0.01,0.00,System.Numerics,0,0,0,0,2,0,0,-,12044,0.00
jamesjaya,2,0,C++,15,0,0.00,0.00,-,0,0,0,0,0,0,0,9752,2492,0.00
jammedmax,4,0,C++,25,0,0.00,0.00,-,0,0,0,0,0,0,0,10056,2492,0.00
jan25,2,0,C++,19,0,0.00,0.00,-,0,0,0,0,0,0,0,11152,2564,0.00
janq,6,5,C++,49,0,0.00,0.00,-,0,0,0,0,0,0,0,8840,2744,0.00
jasbir,2,0,C++,27,0,0.00,0.00,-,0,0,0,0,0,0,0,7296,2352,0.00
jasmes,13,0,C++,26,0,0.00,0.00,-,0,0,0,0,0,0,0,11168,2332,0.00
jaspreet333,3,0,C,22,0,0.00,0.00,-,0,0,0,0,127,0,0,7472,1344,0.00
jaysukr,7,0,C++,28,0,0.00,0.00,-,0,1,0,0,127,0,0,-,1428,0.00
jbaramidze,10,0,C++,19,0,0.00,0.00,-,0,0,0,0,0,0,0,8256,2744,0.00
jcb,8,6,Python,21,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6524,0.00
jdc1515,10,0,Python,27,0,0.00,0.00,2.7,0,0,0,0,2,0,0,-,6204,0.00
jdmetz,14,0,C++,90,0,0.00,0.00,-,0,0,0,0,0,0,0,39368,2360,0.00
jedib,14,5,C++,37,0,0.00,0.00,-,0,0,0,0,0,8,0,11584,2632,0.00
jeffreyxiao,14,6,Java,49,0,0.04,0.00,-,0,0,0,0,1,64,0,-,21440,0.03
jenkins,10,2,Java,46,0,0.04,0.00,-,0,0,0,0,1,64,0,-,21404,0.03
jeno5980515,4,0,C++,22,0,0.00,0.00,-,0,0,0,0,0,0,0,10248,2332,0.00
jerdno,2,0,Java,56,0,0.04,0.00,-,0,0,0,0,0,72,0,-,25472,0.04
jermenkoo,2,0,C++,13,0,0.00,0.00,-,0,0,0,0,0,0,0,9968,2812,0.00
jessoclarence,2,31,Python,33,0,0.12,0.00,2.7,0,0,0,0,0,0,0,-,11808,0.02
jetoyrico,6,0,C++,63,0,0.00,0.00,-,0,0,0,0,134,0,0,12024,2632,0.00
jfaw,16,16,Python,41,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6684,0.00
jfguo,7,0,Python,27,0,0.01,0.00,2.7,0,0,0,0,0,0,0,-,9068,0.01
jfrohnhofen,4,1,Python,10,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6472,0.00
jgsiqueira,7,2,C++,16,0,0.00,0.00,-,0,0,0,0,0,0,0,9328,2744,0.00
jguillen,1,0,C++,13,0,0.00,0.00,-,0,0,0,0,0,0,0,9912,2492,0.00
jhu,5,7,C++,29,0,0.00,0.00,-,0,0,0,0,136,0,0,11472,2280,0.00
jiangxiong66,2,0,C++,17,0,0.03,0.02,-,0,0,0,0,0,1328,0,10048,2488,0.00
jimmycarr,9,0,Java,26,-,-,-,-,-,1,-,-,-1,-,-,-,-,-
jinhwanlazy,2,0,Python,12,0,0.00,0.00,3.5,0,0,0,0,2,0,0,-,7220,0.00
jlrz,28,5,C++,78,-,-,-,-,-,1,-,-,-1,-,-,-,-,-
jmkim1503,7,1,C++,22,0,0.00,0.00,-,0,-15,0,0,127,0,0,-,1276,0.00
jmkjo,3,0,C++,21,0,0.00,0.00,-,0,0,0,0,0,0,0,11208,2564,0.00
joegunrok,15,1,Python,43,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6668,0.00
johannesk,4,5,C++,18,0,0.00,0.00,-,0,0,0,0,0,0,0,9936,2480,0.00
johnasselta,10,3,C++,67,0,1.93,0.00,-,0,0,0,0,0,0,0,9744,2328,1.93
johnnyhibiki,9,16,Java,27,0,0.07,0.00,-,0,0,0,0,0,64,0,-,24900,0.07
jonasp,5,0,C#,29,-,-,-,-,-,1,-,-,-1,-,-,-,-,-
josephConrad,1,0,Python,8,0,0.00,0.00,2.7,0,0,0,0,0,0,0,-,6488,0.00
jpanetta,5,0,Python,12,0,0.03,0.00,2.7,0,0,0,0,0,0,0,-,19392,0.02
jpautom,8,0,Java,29,0,0.08,0.01,-,0,0,0,0,0,64,0,-,25076,0.07
jptd,6,0,Java,19,0,0.07,0.00,-,0,0,0,0,0,64,0,-,24496,0.06
jruby,2,0,C++,33,0,0.00,0.00,-,0,0,0,0,0,0,0,9912,2616,0.00
juho,11,1,C++,40,0,0.00,0.00,-,0,0,0,0,0,0,0,7640,2256,0.00
juliuswwj,5,0,C++,37,0,0.00,0.00,-,0,0,0,0,0,0,0,8376,2596,0.00
julsa,12,0,Java,58,0,0.04,0.00,-,0,1,0,0,1,64,0,-,21780,0.03
junior94,22,5,Java,109,0,0.04,0.00,-,0,0,0,0,1,64,0,-,21608,0.04
jureslak,3,0,Python,7,0,0.00,0.00,3.5,0,0,0,0,2,0,0,-,7180,0.00
justPassingBy,12,1,Java,32,0,0.07,0.00,-,0,0,0,0,0,72,0,-,29372,0.06
