user_id,avg_memory,wall_clock,system_time,blanks,compiler_version,language,cloc,nbr_file_in,compiled,swap_main_memory,avg_RAM,exit_code,comments,nbr_file_out,nbr_page_faults,exe_size,max_RAM,user_time
araver,0,0.05,0.00,15,-,Java,53,0,0,0,0,0,1,72,0,2305,21820,0.04
aravind,0,0.00,0.00,11,-,C++,42,0,0,0,0,0,2,0,0,10424,2588,0.00
arghyasur,0,0.06,0.01,6,-,Java,22,0,0,0,0,0,4,64,0,1307,21412,0.05
argnur,0,0.00,0.00,4,2.7,Python,12,8,0,0,0,0,2,0,0,-,6708,0.00
arjunsanjeev7,0,0.00,0.00,4,-,C++,41,0,0,0,0,0,0,0,0,11072,2372,0.00
arkar,0,0.00,0.00,6,2.7,Python,15,0,0,0,0,0,0,0,0,-,6424,0.00
arrata,0,0.00,0.00,3,-,C++,28,0,0,0,0,0,0,0,0,9968,2540,0.00
artheru,0,0.00,0.00,3,-,C++,19,0,0,0,0,0,0,0,0,10512,2484,0.00
arthurpd,0,0.00,0.00,4,-,C++,30,0,0,0,0,0,0,0,0,7744,2344,0.00
aruff1,0,0.00,0.00,0,2.7,Python,3,8,0,0,0,0,0,0,0,-,6448,0.00
asdsteven,0,0.00,0.00,2,-,C++,14,0,0,0,0,0,0,0,0,7312,2344,0.00
ashish1610,0,0.00,0.00,0,-,C++,44,0,0,0,0,0,5,0,0,11168,2636,0.00
ashishn42,0,0.00,0.00,1,-,C++,19,0,0,0,0,0,0,0,0,11072,2480,0.00
ashkan13,0,0.00,0.00,9,-,C++,37,0,0,0,0,0,10,0,0,10552,2380,0.00
ashoka1980,0,0.00,0.00,5,-,C,18,0,0,0,0,127,0,0,0,7400,1424,0.00
ashwini007k,0,0.00,0.00,0,-,C++,17,0,0,0,0,0,0,8,0,11168,2480,0.00
asjchen,0,0.00,0.00,3,-,C++,25,0,0,0,0,136,1,0,0,10696,2448,0.00
asterius,0,0.00,0.00,0,-,C++,21,0,0,0,0,0,0,0,0,9504,2536,0.00
astrid,0,0.00,0.00,6,-,C++,61,0,0,0,0,0,0,0,0,10048,2332,0.00
asundqui,0,0.00,0.00,2,-,C++,18,0,0,0,0,0,0,0,0,9912,2544,0.00
asvikr,-,-,-,4,-,C++,29,-,0,-,-,-15,0,-,-,11256,-,-
at1,0,0.00,0.00,8,-,C++,42,0,0,0,0,0,4,0,0,10112,2716,0.00
athoscouto,0,0.00,0.00,5,-,C++,14,0,0,0,0,0,0,0,0,9336,2700,0.00
aurinegro,0,0.00,0.00,8,-,C++,59,0,0,0,0,0,0,0,0,10072,2636,0.00
av159,0,0.00,0.00,3,-,C++,14,0,0,0,0,0,0,0,0,11392,2540,0.00
avakar,0,0.00,0.00,2,2.7,Python,14,8,0,0,0,0,0,0,0,-,6412,0.00
avelino2013,0,0.01,0.00,1,-,C++,13,0,0,0,0,0,0,0,0,9344,2672,0.00
averm,0,0.05,0.00,10,-,Java,52,0,0,0,0,0,9,64,0,2133,21352,0.04
avi28,0,0.00,0.00,0,-,C,18,0,0,0,0,127,0,0,0,7080,1440,0.00
aviaryan,0,0.00,0.00,6,-,C++,25,0,0,0,0,136,3,0,0,11424,2328,0.00
avoronov,0,0.00,0.00,4,-,C++,22,0,0,0,0,0,0,0,0,10016,2388,0.00
avv,0,0.00,0.00,11,-,C++,47,0,0,0,0,0,2,0,0,10440,2544,0.00
ayemos,0,0.04,0.00,20,-,Java,76,0,0,0,0,0,3,64,0,3224,21672,0.04
ayon,0,0.01,0.00,21,-,C++,50,0,0,0,0,0,1,1328,0,8792,2668,0.00
ayusha,0,0.00,0.00,0,-,C++,17,0,0,0,0,0,0,0,0,9960,2572,0.00
azlhust,0,0.00,0.00,3,-,C++,16,0,0,0,0,0,0,0,0,7680,2276,0.00
b123,0,0.00,0.00,11,-,C#,61,0,0,0,0,1,5,0,0,4608,9548,0.00
babu008,0,0.00,0.00,1,-,C++,24,0,0,0,0,0,0,0,0,10968,2548,0.00
backsider,0,0.00,0.00,0,-,C++,38,0,0,0,0,0,3,0,0,10264,2392,0.00
bakesz,0,0.05,0.01,8,-,Java,34,0,0,0,0,1,9,64,0,1174,21704,0.03
balee,0,0.08,0.00,3,-,Java,20,0,0,0,0,0,0,64,0,1586,24720,0.08
bananaphone,0,0.00,0.00,4,2.7,Python,19,8,0,0,0,0,0,0,0,-,6500,0.00
baneling100,0,0.00,0.00,5,-,C++,12,0,0,0,0,0,2,0,0,7392,2344,0.00
barryd,0,0.00,0.00,27,2.7,Python,77,8,0,0,0,0,8,0,0,-,7012,0.00
bartkaw,0,0.00,0.00,0,-,C++,24,0,0,0,0,0,0,0,0,10040,2496,0.00
basbursen,0,0.00,0.00,0,-,C++,22,0,0,0,0,0,0,0,0,9984,2616,0.00
battousai,0,0.00,0.00,8,-,C++,72,0,0,0,0,0,2,0,0,11184,2700,0.00
battuzz94,0,0.00,0.00,1,2.7,Python,7,8,0,0,0,0,0,0,0,-,6416,0.00
bauldaise,0,0.03,0.02,5,-,C++,22,0,0,0,0,0,0,1328,0,10088,2608,0.00
bayleef,0,0.00,0.00,3,-,C++,36,0,0,0,0,0,0,0,0,8848,2600,0.00
baz1,-,-,-,2,-,C++,45,-,1,-,-,-1,0,-,-,-,-,-
bdzl,0,0.00,0.00,4,-,C++,22,0,0,0,0,134,0,0,0,11424,2624,0.00
beans,0,0.00,0.00,0,-,C++,13,0,0,0,0,0,2,0,0,9352,2716,0.00
berger,0,0.00,0.00,5,-,C++,21,0,0,0,0,0,0,0,0,7392,2408,0.00
bernardofpc,-,-,-,10,2.7,Python,41,-,0,-,-,-15,6,-,-,-,-,-
bezbil,0,0.05,0.00,5,-,Java,32,0,0,0,0,1,0,64,0,1163,21240,0.04
bgamlath,0,0.08,0.01,32,-,Java,122,0,0,0,0,0,3,72,0,4285,21668,0.06
bgdr,0,0.00,0.00,0,-,C++,12,0,0,0,0,0,0,0,0,9912,2492,0.00
bhavin1,-,-,-,24,-,Java,84,-,1,-,-,-1,1,-,-,-,-,-
bhavin77,0,0.07,0.02,14,-,Java,38,0,0,0,0,1,2,64,0,1024,21284,0.05
bhrigudov,0,0.00,0.00,8,-,C++,39,0,0,0,0,0,2,0,0,8184,2620,0.00
bigOnion,-,-,-,41,2.7,Python,152,-,0,-,-,1,33,-,-,-,-,-
billionprince,0,0.00,0.00,9,-,C++,40,0,0,0,0,0,43,0,0,8816,2628,0.00
binig,0,0.05,0.00,8,-,Java,26,0,0,0,0,1,3,64,0,1652,21292,0.04
birdofprey,0,0.65,0.06,14,-,C++,39,0,0,0,0,0,2,210968,0,11000,2492,0.57
black3r,0,0.00,0.00,0,3.5,Python,7,0,0,0,0,2,0,0,0,-,7160,0.00
blackgrape,0,0.00,0.00,1,-,C++,29,0,0,0,0,0,1,1328,0,9856,2600,0.00
blackwhitebeardbeard,0,0.00,0.00,0,-,C++,12,0,0,0,0,0,0,0,0,9744,2468,0.00
blankverse,0,0.05,0.00,4,-,Java,57,0,0,0,0,1,5,64,0,1640,21800,0.04
blazb,0,0.03,0.00,13,2.7,Python,24,8,0,0,0,0,3,0,0,-,19420,0.03
blednotik2,0,0.00,0.00,7,-,C++,38,0,0,0,0,0,1,0,0,9928,2480,0.00
blegat,0,0.00,0.00,3,-,C++,23,0,0,0,0,0,0,0,0,7264,2356,0.00
blerou,0,0.00,0.00,3,2.7,Python,22,8,0,0,0,0,0,0,0,-,6512,0.00
blmarket,0,0.02,0.00,21,-,C++,125,0,0,0,0,0,1,0,0,25184,2492,0.00
blueandgold11,0,0.00,0.00,7,-,C++,64,0,0,0,0,0,0,0,0,9016,2704,0.00
bluedawnstar,-,-,-,14,-,C++,53,-,1,-,-,-1,1,-,-,-,-,-
blugene,0,0.00,0.00,0,-,C++,19,0,0,0,0,0,0,0,0,9912,2488,0.00
bnn,0,0.00,0.00,5,-,C++,35,0,0,0,0,0,3,0,0,9968,2332,0.00
bobogei,0,0.01,0.00,5,-,C++,18,0,0,0,0,0,0,0,0,11136,2624,0.00
bogdan10bos,0,0.00,0.00,5,-,C++,36,0,0,0,0,0,0,0,0,8040,2288,0.00
boqun,0,0.00,0.00,3,-,C++,13,0,0,0,0,0,0,0,0,9912,2624,0.00
borozdin,0,0.08,0.00,19,-,C++,101,0,0,0,0,0,0,0,0,10032,4604,0.03
bosung90,0,0.09,0.00,7,-,Java,35,0,0,0,0,0,0,72,0,1615,24784,0.08
botraunak,0,0.00,0.00,1,-,C++,27,0,0,0,0,0,0,0,0,9912,2492,0.00
bpa,0,0.10,0.02,16,-,Java,77,0,0,0,0,0,0,64,0,1635,21476,0.05
branyine,0,0.00,0.00,4,2.7,Python,27,0,0,0,0,2,1,0,0,-,6196,0.00
brew,0,0.00,0.00,7,2.7,Python,31,0,0,0,0,2,2,0,0,-,6176,0.00
brodo5,0,0.00,0.00,2,2.7,Python,19,0,0,0,0,2,0,0,0,-,6132,0.00
broot,0,0.07,0.02,8,-,Java,21,0,0,0,0,1,2,64,0,1458,26864,0.05
bryanj,0,0.00,0.00,1,-,C++,24,0,0,0,0,0,0,0,0,9912,2616,0.00
bssanches,0,0.00,0.00,4,-,C++,37,0,0,0,0,0,0,0,0,11032,2388,0.00
btasdoven,0,0.00,0.00,8,-,C++,35,0,0,0,0,0,0,0,0,9952,2604,0.00
btzy,0,0.00,0.00,0,-,C++,10,0,0,0,0,0,0,0,0,7336,2368,0.00
bubblecn,-,-,-,3,-,Java,23,-,2,-,-,-1,1,-,-,-,-,-
buenroyo,0,0.04,0.00,12,-,Java,47,0,0,0,0,1,0,64,0,2106,21312,0.04
buidohiep,0,0.00,0.00,5,-,C++,34,0,0,0,0,0,1,0,0,10504,2484,0.00
buiquanganh85,0,0.03,0.00,9,-,C#,37,0,0,0,0,0,0,0,0,3584,10244,0.02
buko,0,0.00,0.00,3,-,C++,43,0,0,0,0,0,2,0,0,10096,2580,0.00
burakov28,0,0.00,0.00,5,-,C++,21,0,0,0,0,0,0,0,0,9912,2616,0.00
byZumZoom,0,0.03,0.02,7,-,C++,40,0,0,0,0,0,0,1328,0,10136,2568,0.01
bydooweedoo,0,0.00,0.00,2,2.7,Python,18,8,0,0,0,0,0,0,0,-,6396,0.00
byebye,0,0.00,0.00,5,-,C++,29,0,0,0,0,0,2,0,0,10216,2480,0.00
byte,0,0.00,0.00,3,-,C++,23,0,0,0,0,0,0,0,0,9936,2332,0.00
c2mm,0,0.04,0.00,8,-,Java,37,0,0,0,0,1,0,64,0,1581,21268,0.03
c3b2a1,0,0.00,0.00,2,-,C++,15,0,0,0,0,0,0,0,0,7248,2368,0.00
c4big2,-,-,-,2,-,C++,27,-,1,-,-,-1,4,-,-,-,-,-
cadburys,0,0.00,0.00,2,-,C++,9,0,0,0,0,0,0,0,0,7328,2368,0.00
caf,0,0.00,0.00,8,-,C,20,0,0,0,0,127,0,0,0,7160,1384,0.00
caioaao,0,0.00,0.00,11,-,C++,71,0,0,0,0,0,0,0,0,11464,2536,0.00
caiwaifung,0,0.00,0.00,3,-,C++,49,0,0,0,0,0,1,1328,0,8704,2576,0.00
calintat,0,0.00,0.00,10,-,C++,24,0,0,0,0,0,0,0,0,8080,2272,0.00
canberkk,0,0.05,0.01,13,-,Java,30,0,0,0,0,1,8,64,0,1398,21316,0.04
caozl,-,-,-,3,-,C++,42,-,1,-,-,-1,2,-,-,-,-,-
caph1993,0,0.00,0.00,5,-,C++,32,0,0,0,0,0,1,0,0,9984,2600,0.00
capythm,0,0.00,0.00,0,-,C++,17,0,0,0,0,0,0,0,0,9912,2504,0.00
caracrist,-,-,-,2,-,C++,23,-,1,-,-,-1,5,-,-,-,-,-
carlotheboss,0,0.00,0.00,4,-,C++,31,0,-15,0,0,127,0,0,0,-,1440,0.00
cascal,-,-,-,3,-,C++,30,-,0,-,-,-15,0,-,-,19248,-,-
cbeausei,0,0.00,0.00,4,2.7,Python,15,0,0,0,0,2,0,0,0,-,6132,0.00
cdms,-,-,-,9,-,C#,40,-,1,-,-,-1,1,-,-,-,-,-
ceilingcat,0,0.00,0.00,4,2.7,Python,13,8,0,0,0,0,1,0,0,-,6724,0.00
cen5bin,0,0.00,0.00,1,-,C++,25,0,0,0,0,0,0,0,0,7712,2236,0.00
cerkiewny,0,0.00,0.00,14,-,C++,23,0,0,0,0,136,0,0,0,10968,2284,0.00
cgangee,0,0.00,0.00,4,-,C++,27,0,0,0,0,0,0,0,0,8240,2588,0.00
ch11y,0,0.00,0.00,8,-,C++,41,0,0,0,0,0,0,0,0,23152,2372,0.00
ch41rmn,0,0.00,0.00,8,2.7,Python,21,0,0,0,0,0,15,0,0,-,6616,0.00
chaemon,0,0.00,0.00,9,-,C++,61,0,0,0,0,0,13,0,0,10136,2456,0.00
chaitany,0,0.00,0.00,10,-,C++,110,0,0,0,0,0,13,0,0,27624,2632,0.00
champ11,0,0.03,0.02,0,-,C++,21,0,0,0,0,0,0,1328,0,11216,2568,0.01
chang2394,0,0.00,0.00,19,-,C++,95,0,0,0,0,0,2,0,0,11816,3504,0.00
changhai,0,0.00,0.00,4,2.7,Python,24,16,0,0,0,0,2,8,0,-,6376,0.00
chaoy,-,-,-,6,-,C++,85,-,0,-,-,-15,6,-,-,30408,-,-
chef29,0,0.01,0.00,6,2.7,Python,31,48,0,0,0,0,7,0,0,-,10420,0.01
chenb,0,0.04,0.00,7,-,Java,19,0,0,0,0,1,7,64,0,1054,21100,0.03
chengyin,0,0.00,0.00,4,-,C++,15,0,0,0,0,0,0,0,0,9952,2572,0.00
chenxiaoqino,0,0.00,0.00,3,-,C++,28,0,0,0,0,0,1,0,0,10024,2328,0.00
cheto7,0,0.04,0.00,2,-,Java,28,0,0,0,0,1,3,64,0,1846,21232,0.04
chiguri,0,0.00,0.00,11,-,C,25,0,0,0,0,127,6,0,0,7224,1344,0.00
chiller,0,0.00,0.00,1,2.7,Python,10,8,0,0,0,0,0,0,0,-,6760,0.00
chinghsuanwei,0,0.03,0.02,5,-,C++,26,0,0,0,0,0,8,1328,0,10048,2488,0.00
chinu76,0,0.00,0.00,2,-,C,23,0,0,0,0,127,0,0,0,7432,1372,0.00
chiselko6,0,0.00,0.00,8,-,C++,45,0,0,0,0,0,3,0,0,11336,2484,0.00
chmffwn1,0,0.00,0.00,1,-,C++,54,0,0,0,0,136,2,0,0,10272,2348,0.00
choniong,0,0.00,0.00,5,-,C++,16,0,0,0,0,0,0,0,0,8232,2632,0.00
chultquist,0,0.07,0.00,1,-,Java,18,0,0,0,0,0,0,64,0,960,24540,0.07
chunko,0,0.04,0.00,12,-,Java,34,0,0,0,0,1,0,64,0,1599,21316,0.04
chunqi,0,0.05,0.00,13,-,Java,75,0,0,0,0,1,7,64,0,2588,21552,0.04
clancer,0,0.05,0.00,16,-,Java,25,0,0,0,0,1,12,64,0,1727,21420,0.04
classxiaoli,0,0.00,0.00,18,3.5,Python,15,0,1,0,0,2,0,0,0,-,7220,0.00
clecl3oy,0,0.04,0.00,9,-,Java,30,0,0,0,0,0,7,64,0,1380,21296,0.04
cleverzys,-,-,-,4,-,C++,63,-,1,-,-,-1,6,-,-,-,-,-
cliberty,0,0.00,0.00,6,-,C++,26,0,0,0,0,0,12,0,0,7328,2256,0.00
clouilt,0,0.00,0.00,0,-,C++,15,0,0,0,0,0,0,0,0,10016,2460,0.00
cmonkey,0,0.00,0.00,3,-,C++,19,0,0,0,0,0,0,1328,0,8656,2592,0.00
cobiard,0,0.03,0.00,8,-,C#,58,0,0,0,0,0,5,0,0,3584,10240,0.02
codemode,0,0.00,0.00,3,-,C++,31,0,0,0,0,0,0,0,0,11128,2468,0.00
codersrikant,0,0.04,0.00,7,-,Java,34,0,0,0,0,1,0,64,0,1445,21368,0.04
coderush,0,0.00,0.00,2,2.7,Python,15,0,0,0,0,2,0,0,0,-,6164,0.00
codeshubh,0,0.00,0.00,1,-,C++,23,0,0,0,0,0,0,0,0,9384,2624,0.00
coeus,0,0.00,0.00,0,2.7,Python,10,0,0,0,0,0,0,0,0,-,6772,0.00
coldfish,-,-,-,7,-,C++,31,-,1,-,-,-1,2,-,-,-,-,-
cookiemx,0,0.00,0.00,1,-,C++,25,0,0,0,0,0,0,0,0,9960,2616,0.00
coollllllllll,0,0.00,0.00,0,-,C++,21,0,0,0,0,0,0,0,0,7272,2452,0.00
coolwyj,0,0.00,0.00,2,-,C++,30,0,0,0,0,136,0,0,0,11056,2280,0.00
coolxd95,0,0.00,0.00,2,-,C++,26,0,0,0,0,0,1,0,0,10048,2364,0.00
coool,0,0.03,0.03,2,-,C++,20,0,0,0,0,0,0,1328,0,11160,2512,0.00
coquelicot,0,0.00,0.00,9,-,C++,44,0,0,0,0,0,1,0,0,9336,2352,0.00
cormoran,0,0.00,0.00,6,-,C++,35,0,0,0,0,0,0,0,0,8520,2664,0.00
costander,0,0.00,0.00,3,-,C++,21,0,0,0,0,0,0,0,0,9912,2588,0.00
counterexample,0,0.00,0.00,0,-,C++,15,0,0,0,0,0,0,0,0,10024,2616,0.00
covganet,0,0.07,0.01,3,-,Java,24,0,0,0,0,0,0,72,0,1348,21440,0.05
cpas,0,0.00,0.00,9,2.7,Python,19,0,0,0,0,2,10,0,0,-,6060,0.00
cpu4500,0,0.00,0.00,10,2.7,Python,24,0,0,0,0,0,5,8,0,-,6752,0.00
crainiarc,0,0.00,0.00,4,2.7,Python,10,8,0,0,0,0,0,0,0,-,6456,0.00
creseti,-,-,-,13,-,C++,43,-,1,-,-,-1,3,-,-,-,-,-
crlg90,0,0.05,0.01,2,-,Java,30,0,0,0,0,0,0,64,0,1331,21396,0.03
cs1120him,0,0.06,0.02,2,-,C++,22,0,0,0,0,0,0,1328,0,11160,2632,0.00
csesuman,0,0.00,0.00,15,-,C++,70,0,0,0,0,0,1,0,0,11272,2472,0.00
cseteram,0,0.00,0.00,13,-,C++,27,0,0,0,0,0,0,0,0,17248,2612,0.00
cshao1235,0,0.07,0.00,5,-,Java,43,0,0,0,0,0,0,72,0,1692,21336,0.04
cst1,0,0.00,0.00,8,2.7,Python,26,8,0,0,0,0,0,0,0,-,6332,0.00
csurfer,0,0.00,0.00,2,2.7,Python,15,8,0,0,0,0,0,0,0,-,6532,0.00
cswhjiang,0,0.07,0.01,16,-,Java,47,0,1,0,0,1,5,64,0,1649,21312,0.06
culahaba,0,0.00,0.00,14,-,C++,34,0,0,0,0,0,3,0,0,8360,2596,0.00
cyberkami,0,0.00,0.00,5,3.5,Python,11,0,1,0,0,2,5,0,0,-,7196,0.00
cycycy,0,0.00,0.00,4,-,C++,22,0,0,0,0,0,0,0,0,9776,2388,0.00
cyodex,0,0.10,0.01,4,-,Java,20,0,0,0,0,0,2,72,0,1248,29540,0.09
d4rkc0de,0,0.00,0.00,3,-,C++,20,0,0,0,0,0,0,0,0,11208,2604,0.00
dackerson,0,0.11,0.01,4,-,Java,20,0,0,0,0,0,0,64,0,870,24524,0.08
dai1741,0,0.08,0.01,5,-,Java,25,0,0,0,0,0,0,64,0,1105,24652,0.06
daifei4321,0,0.07,0.00,2,-,Java,38,0,0,0,0,1,7,64,0,1193,21396,0.05
daiota,0,0.04,0.00,12,-,C++,36,0,0,0,0,0,6,0,0,9992,2476,0.00
dalex,0,0.05,0.00,18,-,Java,145,0,0,0,0,1,4,64,0,1614,21740,0.04
damaru,0,0.00,0.00,6,-,C++,22,0,0,0,0,0,2,0,0,9952,2544,0.00
damnecki,0,0.05,0.00,2,-,Java,25,0,0,0,0,1,0,64,0,1295,21768,0.04
damowang,0,0.00,0.00,0,-,C++,30,0,0,0,0,0,0,0,0,9864,2520,0.00
dancingsoul,0,0.00,0.00,4,-,C++,37,0,0,0,0,0,0,0,0,8944,2564,0.00
dans,0,0.00,0.00,13,-,C++,64,0,0,0,0,0,0,0,0,8888,2744,0.00
danzhi,0,0.00,0.00,9,-,C++,73,0,0,0,0,0,4,0,0,10440,2688,0.00
dari,0,0.00,0.00,2,-,C++,16,0,0,0,0,0,0,0,0,9912,2612,0.00
darkfury,0,0.68,0.03,9,-,C++,75,0,0,0,0,0,0,137168,0,10008,2548,0.65
darkstallion,0,0.00,0.00,2,-,C++,37,0,0,0,0,0,1,0,0,9344,2600,0.00
darthbobr,-,-,-,5,-,C++,36,-,1,-,-,-1,2,-,-,-,-,-
darus,0,0.01,0.00,10,3.5,Python,10,0,1,0,0,2,1,0,0,-,7216,0.00
datathief,0,0.00,0.00,3,-,C++,21,0,0,0,0,0,0,0,0,9912,2544,0.00
daxlab,0,0.00,0.00,0,-,C++,40,0,0,0,0,0,4,0,0,10064,2612,0.00
dbakti7,0,0.01,0.00,0,-lm,C,17,0,0,0,0,127,0,0,0,7808,1372,0.00
deathlee,0,0.05,0.00,3,-,Java,23,0,0,0,0,1,0,64,0,1138,21512,0.04
deathstar,-,-,-,5,-,C++,39,-,0,-,-,-15,0,-,-,11160,-,-
deathsurgeon,0,0.00,0.00,9,-,C++,51,0,0,0,0,0,4,0,0,10088,2460,0.00
debugger,-,-,-,6,-,C#,36,-,0,-,-,1,0,-,-,4096,-,-
decltypeNULL,0,0.00,0.00,11,-,C++,40,0,0,0,0,0,1,0,0,10064,2452,0.00
deivid,-,-,-,15,-,C#,87,-,0,-,-,1,0,-,-,5120,-,-
delfare,0,5.59,0.00,5,-,C++,63,0,0,0,0,0,0,0,0,18512,2352,5.58
delphifirst,0,0.00,0.00,3,-,C++,20,0,0,0,0,0,0,0,0,10080,2636,0.00
delps,-,-,-,29,-,C#,106,-,1,-,-,-1,0,-,-,-,-,-
denisgr,-,-,-,-,-,C++,-,-,-15,-,-,-1,-,-,-,-,-,-
deniswerner,0,0.00,0.00,12,2.7,Python,23,0,0,0,0,2,1,0,0,-,6184,0.00
desmond123,0,0.00,0.00,5,-,C++,33,0,0,0,0,0,0,0,0,11104,2608,0.00
devoteemous,0,0.00,0.00,2,-,C++,26,0,0,0,0,0,7,0,0,12016,2472,0.00
deysaikat95,0,0.00,0.00,0,-,C++,22,0,1,0,0,127,0,0,0,-,1428,0.00
dhoni,0,0.00,0.00,2,-,C++,69,0,0,0,0,0,2,0,0,26528,2584,0.00
di68,0,0.02,0.00,4,-,C#,28,0,0,0,0,1,2,0,0,4096,10060,0.01
digawp,0,0.00,0.00,3,-,C++,28,0,0,0,0,0,1,0,0,7376,2344,0.00
dijizztra,0,0.00,0.00,8,-,C++,24,0,0,0,0,0,3,0,0,10136,2440,0.00
dilemma,0,0.00,0.00,0,-,C++,54,0,0,0,0,136,0,0,0,8776,2296,0.00
dimalit,0,0.00,0.00,12,-,C++,34,0,0,0,0,0,7,0,0,10232,2472,0.00
dime,-,-,-,5,-,C++,64,-,0,-,-,-15,1,-,-,10320,-,-
dimkadimon,0,0.04,0.00,7,-,Java,28,0,0,0,0,1,10,64,0,1278,21248,0.03
dinhks,0,0.00,0.00,1,-,C++,21,0,0,0,0,136,0,0,0,10056,2212,0.00
divanshu,0,0.00,0.00,14,-,C++,56,0,0,0,0,136,6,0,0,9936,2348,0.00
djibouss,0,0.07,0.01,5,-,Java,34,0,0,0,0,1,0,64,0,1263,21316,0.05
dmikhalin,0,0.00,0.00,1,2.7,Python,13,0,0,0,0,2,0,0,0,-,6188,0.00
dn0530,0,0.00,0.00,1,-,C++,17,0,1,0,0,127,2,0,0,-,1344,0.00
dob,0,0.00,0.00,12,2.7,Python,42,8,0,0,0,0,1,0,0,-,6904,0.00
dogchaos,0,0.05,0.00,13,-,Java,44,0,0,0,0,1,3,64,0,1558,21436,0.04
dohatsu,0,0.00,0.00,3,-,C++,21,0,0,0,0,0,1,0,0,11208,2384,0.00
doktoren,0,0.00,0.00,3,2.7,Python,14,8,0,0,0,0,1,0,0,-,6536,0.00
doldom,0,0.00,0.00,2,-,C++,14,0,0,0,0,0,0,0,0,7728,2116,0.00
domeng,0,0.00,0.00,0,-,C++,24,0,0,0,0,0,0,0,0,7264,2280,0.00
dong920740928,0,0.00,0.00,4,-,C++,22,0,0,0,0,0,0,0,0,8856,2388,0.00
dongockhanh1997,-,-,-,1,-,C++,14,-,0,-,-,134,0,-,-,11264,-,-
donjohn,0,0.00,0.00,10,-,C++,34,0,0,0,0,0,1,0,0,10208,2472,0.00
doodhwala,0,0.00,0.00,7,-,C,28,0,0,0,0,127,5,0,0,7072,1372,0.00
doodoo,0,0.00,0.00,9,2.7,Python,12,8,0,0,0,0,4,0,0,-,6484,0.00
doudouille,0,0.00,0.00,10,-,C++,35,0,0,0,0,0,0,0,0,10048,2616,0.00
dp13102,0,0.04,0.00,7,-,Java,28,0,0,0,0,1,23,64,0,1357,21296,0.04
dpaneda,0,0.00,0.00,5,2.7,Python,11,8,0,0,0,0,1,0,0,-,6500,0.00
dragonknight,0,0.00,0.00,0,-,C++,25,0,0,0,0,0,0,0,0,10760,2528,0.00
dragonslayerx,0,0.06,0.02,2,-,C++,30,0,0,0,0,0,1,1328,0,10136,2464,0.00
drakeire,0,0.00,0.00,10,2.7,Python,24,8,0,0,0,0,4,0,0,-,6480,0.00
dreamplay,0,0.00,0.00,24,-,C++,34,0,0,0,0,136,2,0,0,11280,2348,0.00
dreig,0,0.00,0.00,5,-,C++,20,0,0,0,0,0,0,0,0,9848,2572,0.00
droidkid,0,0.00,0.00,6,-,C++,23,0,0,0,0,0,6,0,0,9992,2616,0.00
druidh,0,0.00,0.00,3,2.7,Python,17,0,0,0,0,0,4,0,0,-,6560,0.00
dryadh01120,0,0.00,0.00,7,-,C++,15,0,0,0,0,0,2,0,0,7280,2344,0.00
dshabes,0,0.02,0.00,3,-,C#,25,0,0,0,0,0,0,0,0,3584,10852,0.02
dulljester,0,0.00,0.00,7,-,C++,93,0,0,0,0,134,2,0,0,10864,2540,0.00
durnoy,0,0.00,0.00,7,2.7,Python,20,0,0,0,0,0,0,0,0,-,6872,0.00
dutos,0,0.00,0.00,6,-,C++,71,0,1,0,0,127,1,0,0,-,1424,0.00
duykhanhuet,0,0.00,0.00,7,-,C++,30,0,0,0,0,134,1,0,0,11424,2516,0.00
dwahler,0,0.00,0.00,11,-,C++,49,0,0,0,0,0,2,0,0,17408,2488,0.00
dwoolley3,0,0.05,0.00,15,-,Java,91,0,1,0,0,1,4,64,0,1861,21240,0.04
dynamiccoder93,0,0.06,0.01,14,-,Java,31,0,0,0,0,0,0,72,0,1318,21324,0.05
dziadek,0,0.00,0.00,12,-,C++,49,0,0,0,0,0,0,0,0,10336,2500,0.00
dzmtr,0,0.00,0.00,1,-,C,10,0,0,0,0,127,0,0,0,6992,1276,0.00
eagle93,0,0.00,0.00,6,-,C++,61,0,0,0,0,134,0,0,0,11360,2548,0.00
eagletmt,0,0.00,0.00,3,-,C++,22,0,0,0,0,0,0,0,0,10032,2472,0.00
eashaaniitkgp,0,0.00,0.00,4,-,C++,39,0,0,0,0,136,1,0,0,11336,2408,0.00
eax255,0,0.00,0.00,0,-,C,18,0,0,0,0,127,0,0,0,7264,1416,0.00
ebd,0,0.00,0.00,6,2.7,Python,18,0,0,0,0,2,0,0,0,-,6216,0.00
edusoto,0,0.00,0.00,3,-,C,43,0,0,0,0,127,2,0,0,7896,1436,0.00
eeee,0,0.00,0.00,1,2.7,Python,11,8,0,0,0,0,0,0,0,-,6488,0.00
eemon,0,0.00,0.00,1,3.5,Python,4,0,0,0,0,2,2,0,0,-,7200,0.00
efimikvitaliy,0,0.09,0.01,4,-,Java,24,0,0,0,0,0,0,72,0,1112,29508,0.08
eidanch,0,0.00,0.00,10,2.7,Python,20,8,0,0,0,0,0,0,0,-,6488,0.00
eightnoteight,0,0.00,0.00,2,2.7,Python,5,8,0,0,0,0,3,0,0,-,6336,0.00
eiv,0,0.00,0.00,3,2.7,Python,11,0,0,0,0,0,1,0,0,-,6484,0.00
ejaehwang,0,0.00,0.00,15,-,C++,24,0,0,0,0,0,0,0,0,9944,2624,0.00
